"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 04, 2020","663","665","672","661","21.56M","0.00%"
"Nov 03, 2020","663","649","663","647","25.04M","3.27%"
"Nov 02, 2020","642","641","653","641","12.97M","-0.31%"
"Nov 01, 2020","644","658","658","641","16.42M","-2.72%"
"Oct 28, 2020","662","661","665","659","9.23M","0.46%"
"Oct 27, 2020","659","655","674","655","20.67M","-0.45%"
"Oct 26, 2020","662","675","675","659","24.42M","-2.50%"
"Oct 25, 2020","679","689","689","673","17.24M","-1.45%"
"Oct 22, 2020","689","694","695","686","6.81M","-1.01%"
"Oct 21, 2020","696","693","701","693","26.20M","0.58%"
"Oct 20, 2020","692","687","693","680","17.70M","0.73%"
"Oct 19, 2020","687","695","696","682","18.39M","-1.43%"
"Oct 18, 2020","697","706","708","696","20.08M","-1.55%"
"Oct 15, 2020","708","709","710","706","4.72M","-0.14%"
"Oct 14, 2020","709","708","710","705","6.78M","-0.14%"
"Oct 13, 2020","710","712","713","704","10.64M","-0.28%"
"Oct 12, 2020","712","711","717","709","15.10M","0.28%"
"Oct 11, 2020","710","707","710","700","13.48M","0.57%"
"Oct 08, 2020","706","700","706","700","16.83M","1.00%"
"Oct 07, 2020","699","695","700","693","15.89M","0.87%"
"Oct 06, 2020","693","687","694","687","18.03M","0.73%"
"Oct 05, 2020","688","690","695","686","15.77M","-0.15%"
"Oct 04, 2020","689","682","689","677","28.89M","4.24%"
"Sep 29, 2020","661","677","678","645","42.12M","-2.36%"
"Sep 28, 2020","677","686","687","677","13.63M","-1.02%"
"Sep 27, 2020","684","693","695","683","17.44M","-1.30%"
"Sep 24, 2020","693","695","698","687","19.57M","-0.14%"
"Sep 23, 2020","694","683","694","683","17.03M","1.76%"
"Sep 22, 2020","682","659","686","653","23.20M","2.40%"
"Sep 21, 2020","666","656","668","652","19.34M","1.83%"
"Sep 20, 2020","654","646","656","646","11.60M","1.87%"
"Sep 17, 2020","642","634","645","634","15.27M","1.26%"
"Sep 16, 2020","634","633","637","631","12.90M","0.63%"
"Sep 15, 2020","630","628","630","627","8.57M","0.16%"
"Sep 14, 2020","629","629","630","625","8.44M","0.48%"
"Sep 13, 2020","626","625","629","625","7.34M","0.16%"
"Sep 10, 2020","625","625","628","624","8.14M","0.16%"
"Sep 09, 2020","624","622","627","620","5.80M","0.00%"
"Sep 08, 2020","624","623","625","622","2.61M","0.16%"
"Sep 07, 2020","623","622","626","621","3.52M","0.00%"
"Sep 06, 2020","623","628","628","621","7.35M","-0.80%"
"Sep 03, 2020","628","627","631","626","3.03M","-0.32%"
"Sep 02, 2020","630","630","631","627","3.44M","-0.16%"
"Sep 01, 2020","631","626","633","626","9.72M","0.80%"
"Aug 31, 2020","626","631","631","623","13.10M","-0.95%"
"Aug 30, 2020","632","628","634","628","12.20M","0.96%"
"Aug 27, 2020","626","622","626","621","7.05M","0.32%"
"Aug 26, 2020","624","620","625","619","6.14M","0.16%"
"Aug 25, 2020","623","618","624","614","14.46M","0.97%"
"Aug 24, 2020","617","609","617","609","6.13M","1.65%"
"Aug 23, 2020","607","618","619","606","5.68M","-1.62%"
"Aug 19, 2020","617","614","618","608","6.10M","0.65%"
"Aug 18, 2020","613","620","622","613","6.74M","-1.29%"
"Aug 17, 2020","621","619","622","618","8.01M","0.49%"
"Aug 16, 2020","618","613","622","611","10.06M","0.65%"
"Aug 13, 2020","614","618","620","613","8.99M","-0.49%"
"Aug 12, 2020","617","608","619","608","17.83M","1.98%"
"Aug 11, 2020","605","596","605","596","17.62M","1.51%"
"Aug 10, 2020","596","595","598","592","8.32M","0.51%"
"Aug 09, 2020","593","590","597","590","8.46M","0.85%"
"Aug 06, 2020","588","588","596","587","15.17M","0.00%"
"Aug 05, 2020","588","583","597","580","7.78M","0.68%"
"Aug 04, 2020","584","574","585","573","5.17M","1.04%"
"Jul 29, 2020","578","589","589","576","10.71M","-2.36%"
"Jul 28, 2020","592","582","592","579","8.50M","2.60%"
"Jul 27, 2020","577","569","577","566","6.62M","1.58%"
"Jul 26, 2020","568","567","572","565","2.43M","0.00%"
"Jul 23, 2020","568","568","570","564","5.47M","0.00%"
"Jul 22, 2020","568","578","579","567","17.27M","-2.74%"
"Jul 21, 2020","584","589","589","583","3.68M","-0.68%"
"Jul 20, 2020","588","588","591","585","2.73M","0.34%"
"Jul 19, 2020","586","582","589","575","8.49M","-0.85%"
"Jul 16, 2020","591","595","597","587","5.51M","-0.67%"
"Jul 15, 2020","595","593","597","588","6.40M","0.34%"
"Jul 14, 2020","593","602","604","593","7.31M","-1.50%"
"Jul 13, 2020","602","600","604","596","8.68M","0.33%"
"Jul 12, 2020","600","603","605","598","10.58M","-0.50%"
"Jul 09, 2020","603","607","607","603","6.49M","-0.66%"
"Jul 08, 2020","607","610","610","605","4.13M","-0.65%"
"Jul 07, 2020","611","610","612","609","4.13M","0.00%"
"Jul 06, 2020","611","611","611","606","5.70M","0.00%"
"Jul 05, 2020","611","609","613","608","3.71M","0.33%"
"Jul 02, 2020","609","607","612","606","3.71M","0.50%"
"Jul 01, 2020","606","612","612","603","6.07M","-0.98%"
"Jun 30, 2020","612","614","615","611","3.32M","-0.16%"
"Jun 29, 2020","613","617","617","613","3.12M","-0.65%"
"Jun 28, 2020","617","615","617","614","5.65M","-0.16%"
"Jun 25, 2020","618","614","618","611","8.65M","0.32%"
"Jun 24, 2020","616","617","619","613","17.36M","1.32%"
"Jun 23, 2020","608","598","609","598","13.61M","1.50%"
"Jun 22, 2020","599","598","599","596","5.20M","0.17%"
"Jun 21, 2020","598","599","600","594","4.75M","0.17%"
"Jun 18, 2020","597","599","600","596","7.34M","-0.67%"
"Jun 17, 2020","601","604","604","598","5.80M","-0.50%"
"Jun 16, 2020","604","604","606","602","11.48M","1.00%"
"Jun 15, 2020","598","588","599","584","10.57M","1.70%"
"Jun 14, 2020","588","604","606","588","20.07M","-3.76%"
"Jun 11, 2020","611","616","616","604","17.42M","-1.93%"
"Jun 09, 2020","623","624","625","619","15.57M","0.00%"
"Jun 08, 2020","623","621","623","617","14.47M","0.16%"
"Jun 07, 2020","622","623","629","619","18.14M","0.32%"
"Jun 04, 2020","620","619","621","617","3.59M","0.16%"
"Jun 03, 2020","619","621","623","619","6.16M","-0.16%"
"Jun 02, 2020","620","620","622","616","6.84M","0.65%"
"Jun 01, 2020","616","614","616","608","9.44M","0.00%"
"May 31, 2020","616","620","622","614","5.80M","-1.28%"
"May 28, 2020","624","621","624","613","13.14M","0.65%"
"May 27, 2020","620","610","620","609","20.42M","4.03%"
"May 21, 2020","596","595","597","593","3.76M","0.17%"
"May 20, 2020","595","597","597","591","9.13M","-0.67%"
"May 19, 2020","599","595","600","594","16.10M","2.04%"
"May 18, 2020","587","585","592","585","8.71M","1.21%"
"May 17, 2020","580","562","580","562","8.99M","3.39%"
"May 14, 2020","561","564","566","551","6.12M","-0.71%"
"May 13, 2020","565","576","576","564","6.78M","-2.08%"
"May 12, 2020","577","574","581","574","2.50M","0.70%"
"May 11, 2020","573","578","579","562","6.70M","-0.52%"
"May 10, 2020","576","575","580","574","4.71M","-1.20%"
"May 07, 2020","583","587","587","580","4.88M","-0.68%"
"May 06, 2020","587","585","588","581","8.24M","1.03%"
"May 05, 2020","581","576","582","576","7.36M","1.04%"
"May 04, 2020","575","580","581","573","9.58M","-1.71%"
"May 03, 2020","585","592","592","582","9.58M","-1.85%"
"Apr 30, 2020","596","598","601","595","12.81M","0.17%"
"Apr 29, 2020","595","597","602","585","10.56M","-0.17%"
"Apr 28, 2020","596","595","604","592","12.80M","1.36%"
"Apr 27, 2020","588","575","594","570","16.29M","1.06%"
"Apr 26, 2020","582","582","585","581","19.70M","-8.52%"
"Apr 23, 2020","636","638","641","635","14.26M","0.16%"
"Apr 22, 2020","635","630","642","628","17.23M","-0.16%"
"Apr 21, 2020","636","642","646","635","14.66M","-2.15%"
"Apr 20, 2020","650","653","654","648","11.75M","0.31%"
"Apr 19, 2020","648","644","649","644","6.42M","1.73%"
"Apr 16, 2020","637","643","651","629","13.77M","-0.78%"
"Apr 15, 2020","642","660","664","642","13.72M","-1.98%"
"Apr 14, 2020","655","635","657","633","18.93M","4.47%"
"Apr 13, 2020","627","617","630","617","17.69M","1.95%"
"Apr 12, 2020","615","610","616","607","8.74M","1.32%"
"Apr 09, 2020","607","620","620","593","26.72M","-2.72%"
"Apr 08, 2020","624","624","628","623","9.82M","0.16%"
"Apr 07, 2020","623","624","627","618","12.48M","0.32%"
"Apr 06, 2020","621","623","627","618","8.05M","0.16%"
"Apr 05, 2020","620","623","630","619","8.95M","0.16%"
"Apr 02, 2020","619","630","630","616","15.23M","-1.43%"
"Apr 01, 2020","628","635","639","627","4.63M","-0.63%"
"Mar 31, 2020","632","630","643","629","11.52M","0.80%"
"Mar 30, 2020","627","625","640","620","9.32M","0.32%"
"Mar 29, 2020","625","631","644","610","13.57M","-4.29%"
"Mar 26, 2020","653","659","663","640","14.33M","-0.76%"
"Mar 25, 2020","658","650","666","646","24.70M","4.44%"
"Mar 24, 2020","630","600","630","591","26.65M","6.60%"
"Mar 23, 2020","591","544","609","543","25.80M","3.50%"
"Mar 19, 2020","571","539","610","524","34.42M","5.74%"
"Mar 18, 2020","540","546","559","535","16.72M","-0.18%"
"Mar 17, 2020","541","523","554","520","23.30M","-1.64%"
"Mar 16, 2020","550","577","582","549","16.18M","-4.51%"
"Mar 15, 2020","576","594","594","546","13.32M","-7.84%"
"Mar 11, 2020","625","630","635","613","17.16M","1.79%"
"Mar 10, 2020","614","641","672","605","35.05M","0.49%"
"Mar 09, 2020","611","612","612","611","2.19M","-10.01%"
"Mar 08, 2020","679","717","717","679","14.84M","-9.95%"
"Mar 05, 2020","754","770","771","751","9.62M","-1.31%"
"Mar 04, 2020","764","770","772","761","14.56M","-1.80%"
"Mar 03, 2020","778","775","782","770","14.40M","1.70%"
"Mar 02, 2020","765","750","780","750","25.58M","6.99%"
"Mar 01, 2020","715","715","715","715","2.07M","-9.95%"
"Feb 24, 2020","794","806","808","791","10.50M","-1.49%"
"Feb 23, 2020","806","807","810","801","5.69M","-0.37%"
"Feb 20, 2020","809","799","810","799","7.46M","1.51%"
"Feb 19, 2020","797","804","805","793","12.22M","-0.87%"
"Feb 18, 2020","804","809","809","800","7.55M","-0.62%"
"Feb 17, 2020","809","808","813","808","5.33M","0.25%"
"Feb 16, 2020","807","813","813","804","8.47M","-1.10%"
"Feb 13, 2020","816","820","821","813","6.53M","-0.37%"
"Feb 12, 2020","819","821","821","818","4.59M","-0.24%"
"Feb 11, 2020","821","819","829","818","6.16M","0.37%"
"Feb 10, 2020","818","827","828","817","6.66M","-1.09%"
"Feb 09, 2020","827","830","830","827","3.41M","-0.36%"
"Feb 06, 2020","830","831","834","827","5.75M","-0.12%"
"Feb 05, 2020","831","833","833","825","9.38M","0.12%"
"Feb 04, 2020","830","832","834","828","6.58M","-0.12%"
"Feb 03, 2020","831","834","835","830","5.57M","-0.36%"
"Feb 02, 2020","834","835","837","829","7.11M","-0.36%"
"Jan 30, 2020","837","833","837","831","5.23M","0.36%"
"Jan 29, 2020","834","826","835","826","12.26M","1.34%"
"Jan 28, 2020","823","821","823","819","6.85M","0.73%"
"Jan 27, 2020","817","819","820","814","9.56M","-0.12%"
"Jan 26, 2020","818","821","824","817","4.81M","-0.24%"
"Jan 23, 2020","820","819","821","813","7.74M","0.12%"
"Jan 22, 2020","819","820","821","817","5.76M","-0.24%"
"Jan 21, 2020","821","827","827","812","14.75M","-0.61%"
"Jan 20, 2020","826","829","833","825","12.41M","-0.12%"
"Jan 19, 2020","827","817","829","817","10.33M","1.10%"
"Jan 16, 2020","818","817","819","815","4.67M","0.12%"
"Jan 15, 2020","817","819","820","814","10.86M","0.25%"
"Jan 14, 2020","815","811","820","811","12.98M","1.62%"
"Jan 09, 2020","802","790","807","790","21.39M","2.82%"
"Jan 08, 2020","780","769","783","766","16.47M","-0.13%"
"Jan 07, 2020","781","774","782","774","14.06M","1.43%"
"Jan 06, 2020","770","760","778","756","21.12M","0.00%"
"Jan 05, 2020","770","779","788","760","24.03M","-5.06%"
"Dec 31, 2019","811","810","812","810","5.26M","0.12%"
"Dec 30, 2019","810","809","812","807","5.70M","0.12%"
"Dec 29, 2019","809","809","810","807","4.72M","0.00%"
"Dec 26, 2019","809","811","811","808","2.45M","-0.25%"
"Dec 25, 2019","811","811","813","809","4.87M","0.00%"
"Dec 24, 2019","811","811","813","806","5.75M","-0.12%"
"Dec 23, 2019","812","812","814","808","6.82M","0.25%"
"Dec 22, 2019","810","800","810","800","12.27M","1.25%"
"Dec 19, 2019","800","800","802","797","12.00M","0.63%"
"Dec 18, 2019","795","794","798","790","3.54M","0.25%"
"Dec 17, 2019","793","798","798","789","5.49M","-0.75%"
"Dec 16, 2019","799","800","802","792","9.42M","-0.13%"
"Dec 15, 2019","800","796","804","795","13.97M","0.88%"
"Dec 12, 2019","793","792","797","787","8.14M","0.00%"
"Dec 11, 2019","793","794","794","787","9.05M","0.00%"
"Dec 10, 2019","793","796","799","792","8.35M","-0.13%"
"Dec 09, 2019","794","785","795","785","10.06M","1.66%"
"Dec 08, 2019","781","768","784","768","7.07M","1.43%"
"Dec 05, 2019","770","769","773","767","4.56M","0.39%"
"Dec 04, 2019","767","759","768","757","6.13M","0.52%"
"Dec 03, 2019","763","768","770","753","5.37M","-0.13%"
"Dec 02, 2019","764","764","778","752","14.65M","0.79%"
"Dec 01, 2019","758","731","759","731","11.37M","3.98%"
"Nov 28, 2019","729","711","730","711","13.29M","2.53%"
"Nov 27, 2019","711","712","715","709","7.49M","1.57%"
"Nov 26, 2019","700","712","717","700","14.85M","-1.27%"
"Nov 25, 2019","709","691","710","691","10.98M","2.75%"
"Nov 24, 2019","690","690","692","688","2.24M","0.29%"
"Nov 21, 2019","688","690","690","686","2.44M","-0.15%"
"Nov 20, 2019","689","690","694","688","3.74M","0.00%"
"Nov 19, 2019","689","686","692","685","6.42M","0.58%"
"Nov 18, 2019","685","683","687","682","3.17M","0.44%"
"Nov 17, 2019","682","678","682","676","2.56M","0.00%"
"Nov 14, 2019","682","680","684","679","2.50M","0.15%"
"Nov 13, 2019","681","679","681","678","1.98M","0.15%"
"Nov 12, 2019","680","679","681","678","2.20M","0.15%"
"Nov 11, 2019","679","681","682","677","2.59M","-0.15%"
"Nov 10, 2019","680","675","684","675","6.80M","1.19%"
"Nov 07, 2019","672","670","672","669","2.04M","0.30%"
"Nov 06, 2019","670","670","674","668","1.24M","0.00%"
"Nov 05, 2019","670","679","679","665","7.89M","-1.18%"
"Nov 04, 2019","678","680","684","676","2.54M","-0.29%"
"Nov 03, 2019","680","682","682","677","1.45M","-0.58%"
"Oct 31, 2019","684","684","684","675","7.59M","0.00%"
"Oct 30, 2019","684","692","692","683","9.81M","-1.30%"
"Oct 29, 2019","693","693","693","691","1.56M","0.00%"
"Oct 28, 2019","693","694","694","691","2.03M","-0.14%"
"Oct 27, 2019","694","691","695","691","1.86M","0.29%"
"Oct 24, 2019","692","693","693","691","1.60M","-0.14%"
"Oct 23, 2019","693","693","698","691","4.95M","-0.14%"
"Oct 22, 2019","694","692","694","685","5.77M","0.43%"
"Oct 21, 2019","691","691","695","691","2.52M","0.29%"
"Oct 20, 2019","689","695","695","686","6.48M","-1.01%"
"Oct 17, 2019","696","696","697","692","2.58M","-0.14%"
"Oct 16, 2019","697","692","698","692","10.78M","1.16%"
"Oct 15, 2019","689","683","690","681","3.49M","1.03%"
"Oct 14, 2019","682","683","684","680","2.45M","-0.15%"
"Oct 13, 2019","683","679","684","677","1.10M","0.29%"
"Oct 10, 2019","681","679","686","677","6.75M","0.15%"
"Oct 09, 2019","680","685","687","678","4.23M","-0.73%"
"Oct 08, 2019","685","688","692","685","9.80M","-0.15%"
"Oct 07, 2019","686","676","686","676","8.11M","1.78%"
"Oct 06, 2019","674","668","676","668","3.23M","1.20%"
"Oct 03, 2019","666","665","668","659","4.02M","-0.30%"
"Oct 02, 2019","668","674","674","667","2.70M","-0.89%"
"Oct 01, 2019","674","677","677","668","2.15M","-0.15%"
"Sep 30, 2019","675","677","681","675","2.86M","-0.59%"
"Sep 29, 2019","679","680","680","677","1.67M","-0.15%"
"Sep 26, 2019","680","682","685","676","5.63M","-0.58%"
"Sep 25, 2019","684","680","687","677","5.79M","0.59%"
"Sep 24, 2019","680","675","685","664","11.82M","0.29%"
"Sep 23, 2019","678","683","696","678","28.15M","0.74%"
"Sep 22, 2019","673","638","674","638","25.16M","5.65%"
"Sep 19, 2019","637","620","637","601","38.30M","1.27%"
"Sep 18, 2019","629","660","666","611","36.67M","-4.41%"
"Sep 17, 2019","658","666","676","651","12.75M","-1.20%"
"Sep 16, 2019","666","690","692","660","16.35M","-3.48%"
"Sep 15, 2019","690","701","703","684","17.18M","-2.40%"
"Sep 12, 2019","707","709","721","706","9.29M","0.00%"
"Sep 11, 2019","707","730","731","700","14.71M","-2.88%"
"Sep 10, 2019","728","731","735","725","4.83M","-0.14%"
"Sep 09, 2019","729","736","736","728","8.98M","-1.62%"
"Sep 08, 2019","741","745","747","739","3.99M","-0.54%"
"Sep 05, 2019","745","745","747","738","5.94M","0.00%"
"Sep 04, 2019","745","748","748","741","4.02M","-0.27%"
"Sep 03, 2019","747","745","750","743","2.19M","0.27%"
"Sep 02, 2019","745","750","753","743","4.06M","-0.67%"
"Sep 01, 2019","750","751","758","750","5.56M","0.27%"
"Aug 29, 2019","748","750","752","748","3.81M","-0.13%"
"Aug 28, 2019","749","746","753","746","3.04M","-0.13%"
"Aug 27, 2019","750","754","756","747","9.06M","0.67%"
"Aug 26, 2019","745","743","747","739","8.36M","0.68%"
"Aug 25, 2019","740","750","757","740","11.91M","-3.01%"
"Aug 22, 2019","763","765","767","761","5.01M","-0.26%"
"Aug 21, 2019","765","770","770","764","5.84M","-0.91%"
"Aug 20, 2019","772","773","776","770","3.65M","0.13%"
"Aug 19, 2019","771","764","771","756","8.58M","1.05%"
"Aug 18, 2019","763","780","780","761","10.20M","-2.18%"
"Aug 15, 2019","780","780","780","775","7.20M","-0.38%"
"Aug 14, 2019","783","782","785","781","3.20M","0.13%"
"Aug 08, 2019","782","780","782","780","1.95M","0.00%"
"Aug 07, 2019","782","779","783","779","3.93M","0.39%"
"Aug 06, 2019","779","777","780","776","2.39M","-0.26%"
"Aug 05, 2019","781","778","781","774","3.46M","0.26%"
"Aug 04, 2019","779","783","785","777","3.65M","-0.26%"
"Aug 01, 2019","781","780","787","780","7.75M","0.13%"
"Jul 31, 2019","780","778","781","774","5.98M","0.52%"
"Jul 30, 2019","776","781","785","776","4.28M","-1.02%"
"Jul 29, 2019","784","783","786","780","3.63M","0.13%"
"Jul 28, 2019","783","777","785","777","5.92M","1.03%"
"Jul 25, 2019","775","768","777","767","6.77M","1.17%"
"Jul 24, 2019","766","762","769","762","4.06M","0.52%"
"Jul 23, 2019","762","769","770","762","4.35M","-0.78%"
"Jul 22, 2019","768","769","772","766","4.77M","-0.26%"
"Jul 21, 2019","770","778","778","769","6.84M","-1.41%"
"Jul 18, 2019","781","780","782","776","4.43M","0.00%"
"Jul 17, 2019","781","780","784","776","4.74M","0.26%"
"Jul 16, 2019","779","778","779","767","11.97M","0.00%"
"Jul 15, 2019","779","789","789","777","11.64M","-1.27%"
"Jul 14, 2019","789","793","796","785","6.50M","-0.13%"
"Jul 11, 2019","790","795","797","788","10.72M","-0.63%"
"Jul 10, 2019","795","793","800","789","16.37M","0.89%"
"Jul 09, 2019","788","770","788","766","15.27M","2.60%"
"Jul 08, 2019","768","769","777","744","28.27M","0.39%"
"Jul 07, 2019","765","750","765","750","11.47M","2.41%"
"Jul 04, 2019","747","740","750","738","15.29M","0.95%"
"Jul 03, 2019","740","733","740","733","15.47M","1.23%"
"Jul 02, 2019","731","720","735","719","11.16M","1.53%"
"Jul 01, 2019","720","714","721","711","11.36M","0.84%"
"Jun 30, 2019","714","710","715","710","7.13M","0.99%"
"Jun 27, 2019","707","705","710","705","7.48M","0.00%"
"Jun 26, 2019","707","705","708","697","14.49M","0.57%"
"Jun 25, 2019","703","702","705","702","7.64M","0.29%"
"Jun 24, 2019","701","699","707","699","16.08M","0.14%"
"Jun 23, 2019","700","695","703","694","10.98M","0.29%"
"Jun 20, 2019","698","689","698","688","12.79M","1.45%"
"Jun 19, 2019","688","688","691","686","8.38M","0.29%"
"Jun 18, 2019","686","688","688","682","5.20M","-0.15%"
"Jun 17, 2019","687","690","691","687","3.56M","0.15%"
"Jun 16, 2019","686","687","693","684","6.82M","-0.44%"
"Jun 13, 2019","689","693","694","688","8.93M","-0.86%"
"Jun 12, 2019","695","698","698","691","5.78M","-0.29%"
"Jun 11, 2019","697","696","699","694","10.45M","0.43%"
"Jun 10, 2019","694","690","696","690","15.05M","0.73%"
"Jun 09, 2019","689","683","694","683","11.77M","1.32%"
"Jun 03, 2019","680","680","682","675","3.95M","0.44%"
"Jun 02, 2019","677","683","686","671","8.94M","-0.44%"
"May 30, 2019","680","674","682","674","10.93M","0.89%"
"May 29, 2019","674","666","674","666","9.54M","1.51%"
"May 28, 2019","664","659","665","658","9.33M","1.07%"
"May 27, 2019","657","653","659","653","5.14M","0.92%"
"May 26, 2019","651","651","653","647","5.25M","0.15%"
"May 23, 2019","650","652","654","640","5.65M","-0.46%"
"May 22, 2019","653","653","662","651","9.92M","0.15%"
"May 21, 2019","652","649","655","648","7.71M","1.09%"
"May 20, 2019","645","644","651","634","6.74M","-0.77%"
"May 19, 2019","650","659","660","647","8.55M","-1.66%"
"May 16, 2019","661","653","661","652","7.47M","1.69%"
"May 15, 2019","650","647","654","644","14.31M","0.93%"
"May 14, 2019","644","654","661","644","11.17M","-1.53%"
"May 13, 2019","654","666","667","654","15.68M","-2.24%"
"May 12, 2019","669","675","675","659","10.05M","-2.19%"
"May 09, 2019","684","692","694","680","9.08M","-1.30%"
"May 08, 2019","693","688","696","688","10.23M","1.02%"
"May 07, 2019","686","683","692","683","12.69M","0.44%"
"May 06, 2019","683","673","684","673","4.26M","1.49%"
"May 05, 2019","673","676","677","671","2.78M","-0.44%"
"May 02, 2019","676","664","677","662","5.47M","1.65%"
"May 01, 2019","665","665","667","661","2.51M","0.00%"
"Apr 30, 2019","665","661","667","661","2.90M","0.45%"
"Apr 29, 2019","662","670","671","662","3.87M","-1.05%"
"Apr 28, 2019","669","678","678","668","4.78M","-1.33%"
"Apr 25, 2019","678","683","683","674","2.48M","-0.44%"
"Apr 24, 2019","681","679","684","674","3.12M","0.29%"
"Apr 23, 2019","679","680","680","669","5.78M","-0.29%"
"Apr 22, 2019","681","695","699","680","13.51M","-1.87%"
"Apr 21, 2019","694","689","695","689","6.37M","1.02%"
"Apr 18, 2019","687","672","688","672","10.09M","2.08%"
"Apr 17, 2019","673","664","673","664","11.65M","1.66%"
"Apr 16, 2019","662","659","664","656","5.79M","0.61%"
"Apr 15, 2019","658","653","659","650","8.35M","0.46%"
"Apr 14, 2019","655","656","658","652","3.60M","-0.61%"
"Apr 11, 2019","659","665","666","655","5.93M","-0.90%"
"Apr 10, 2019","665","655","675","650","8.51M","0.61%"
"Apr 09, 2019","661","679","679","660","10.33M","-2.65%"
"Apr 08, 2019","679","690","692","671","12.31M","-1.31%"
"Apr 07, 2019","688","675","693","675","8.19M","2.38%"
"Apr 03, 2019","672","653","674","653","10.86M","2.91%"
"Apr 02, 2019","653","645","655","635","17.60M","0.15%"
"Apr 01, 2019","652","641","653","641","15.90M","1.88%"
"Mar 31, 2019","640","635","640","635","12.62M","0.79%"
"Mar 28, 2019","635","630","635","630","7.22M","0.63%"
"Mar 27, 2019","631","627","632","627","7.43M","0.64%"
"Mar 26, 2019","627","627","628","624","6.48M","0.00%"
"Mar 25, 2019","627","625","630","624","6.21M","0.48%"
"Mar 24, 2019","624","619","635","619","11.00M","0.97%"
"Mar 21, 2019","618","599","618","599","9.86M","3.69%"
"Mar 20, 2019","596","586","597","585","9.60M","1.88%"
"Mar 19, 2019","585","582","585","582","6.93M","0.52%"
"Mar 18, 2019","582","583","585","581","3.84M","0.00%"
"Mar 17, 2019","582","578","583","578","3.96M","0.52%"
"Mar 14, 2019","579","579","580","575","8.54M","0.17%"
"Mar 13, 2019","578","580","580","577","3.04M","0.00%"
"Mar 12, 2019","578","575","580","575","1.87M","0.52%"
"Mar 11, 2019","575","574","576","571","3.20M","0.35%"
"Mar 10, 2019","573","582","582","573","5.71M","-0.87%"
"Mar 07, 2019","578","581","583","578","2.48M","-0.34%"
"Mar 06, 2019","580","580","584","580","6.63M","0.00%"
"Mar 05, 2019","580","578","580","577","2.88M","0.52%"
"Mar 04, 2019","577","573","578","573","4.07M","0.52%"
"Mar 03, 2019","574","567","575","567","4.08M","1.06%"
"Feb 28, 2019","568","568","572","567","4.91M","0.00%"
"Feb 27, 2019","568","567","569","567","2.38M","0.18%"
"Feb 21, 2019","567","565","567","563","3.00M","0.35%"
"Feb 20, 2019","565","565","567","564","2.51M","-0.35%"
"Feb 19, 2019","567","565","567","565","2.17M","0.35%"
"Feb 18, 2019","565","565","568","565","1.82M","0.00%"
"Feb 17, 2019","565","563","565","563","2.05M","0.18%"
"Feb 14, 2019","564","565","566","558","7.46M","-0.35%"
"Feb 13, 2019","566","568","572","564","7.19M","-0.35%"
"Feb 12, 2019","568","561","570","561","3.71M","1.07%"
"Feb 11, 2019","562","566","566","558","4.04M","-0.71%"
"Feb 10, 2019","566","571","571","566","2.44M","-0.70%"
"Feb 07, 2019","570","570","574","569","9.64M","0.53%"
"Feb 06, 2019","567","560","567","558","5.60M","1.25%"
"Feb 05, 2019","560","554","560","554","4.92M","1.08%"
"Feb 04, 2019","554","551","554","550","2.96M","0.54%"
"Feb 03, 2019","551","553","555","551","2.30M","-0.36%"
"Jan 31, 2019","553","554","554","550","4.15M","0.00%"
"Jan 30, 2019","553","548","555","548","5.65M","1.47%"
"Jan 29, 2019","545","541","546","539","11.81M","1.30%"
"Jan 28, 2019","538","546","547","537","25.45M","-1.82%"
"Jan 27, 2019","548","558","558","548","19.85M","-3.18%"
"Jan 24, 2019","566","570","571","563","7.34M","-0.88%"
"Jan 23, 2019","571","579","579","570","7.73M","-1.55%"
"Jan 22, 2019","580","580","580","577","3.12M","0.52%"
"Jan 21, 2019","577","585","585","577","5.09M","-1.03%"
"Jan 20, 2019","583","581","585","581","6.09M","0.69%"
"Jan 17, 2019","579","578","582","576","3.04M","0.35%"
"Jan 16, 2019","577","577","578","575","2.27M","0.00%"
"Jan 15, 2019","577","579","579","575","2.82M","-0.17%"
"Jan 14, 2019","578","581","582","577","5.25M","-0.52%"
"Jan 13, 2019","581","576","582","576","4.73M","0.69%"
"Jan 10, 2019","577","571","577","571","4.47M","1.23%"
"Jan 09, 2019","570","574","574","570","4.29M","-0.52%"
"Jan 08, 2019","573","571","575","570","6.91M","0.53%"
"Jan 07, 2019","570","569","573","569","4.48M","0.18%"
"Jan 06, 2019","569","563","570","563","11.90M","1.07%"
"Jan 03, 2019","563","558","563","557","5.06M","1.08%"
"Jan 02, 2019","557","556","559","556","2.42M","0.36%"
"Dec 31, 2018","555","556","557","555","1.96M","-0.18%"
"Dec 30, 2018","556","556","556","555","1.07M","0.00%"
"Dec 27, 2018","556","553","557","553","1.96M","0.72%"
"Dec 26, 2018","552","555","555","552","4.13M","-0.36%"
"Dec 25, 2018","554","556","558","554","6.01M","-0.72%"
"Dec 24, 2018","558","555","558","554","1.11M","0.54%"
"Dec 23, 2018","555","556","556","554","3.41M","-0.89%"
"Dec 20, 2018","560","562","563","555","59.93M","-0.18%"
"Dec 19, 2018","561","556","561","554","7.51M","1.08%"
"Dec 18, 2018","555","562","564","555","11.06M","-1.60%"
"Dec 17, 2018","564","564","565","562","6.10M","0.18%"
